session_id,user_id,track_id,session_intent,intent_encoded,mood_pre,mood_post,delta_mood,efficacy_rating,efficacy_label,tempo_bpm,energy,valence,acousticness,instrumentalness,speechiness,loudness_db,user_mean_mood,mood_pre_centered
sess_00160,user_0418,track_0937,sleep_induction,0,82.5,82.1,-0.46,7,1,102.4,0.238,0.377,0.294,0.358,0.441,-5.7,78.3157894736842,4.184210526315795
sess_00161,user_0016,track_3911,anxiety_relief,1,10.3,20.4,10.1,7,1,177.7,0.429,0.369,0.475,0.195,0.069,-9.9,28.235714285714288,-17.935714285714287
sess_00162,user_0289,track_2789,grief_processing,2,26.2,27.8,1.65,6,0,91.5,0.641,0.373,0.372,0.616,0.02,-4.2,32.766666666666666,-6.566666666666666
sess_00163,user_0056,track_3038,deep_focus,3,34.6,34.8,0.19,5,0,80.0,0.715,0.596,0.178,0.144,0.17,-18.1,12.9375,21.6625
sess_00164,user_0250,track_3031,mood_uplift,4,48.3,49.2,0.88,5,0,122.2,0.367,0.799,0.321,0.345,0.697,-18.8,41.24666666666667,7.0533333333333275
sess_00165,user_0347,track_4057,sleep_induction,0,73.6,71.5,-2.17,4,0,126.4,0.443,0.677,0.912,0.141,0.038,-22.9,65.16315789473684,8.436842105263153
sess_00166,user_0295,track_2108,anxiety_relief,1,22.2,23.9,1.74,6,0,81.1,0.494,0.576,0.749,0.527,0.228,-18.0,16.27777777777778,5.922222222222221
sess_00167,user_0380,track_4381,grief_processing,2,50.4,47.7,-2.69,4,0,114.4,0.584,0.838,0.186,0.291,0.332,-21.4,44.042857142857144,6.357142857142854
sess_00168,user_0434,track_1601,deep_focus,3,28.1,25.9,-2.28,4,0,139.0,0.181,0.652,0.553,0.158,0.175,-6.5,18.707692307692305,9.392307692307696
sess_00169,user_0328,track_2580,mood_uplift,4,43.9,38.8,-5.14,5,-1,75.3,0.431,0.674,0.774,0.476,0.087,-16.9,26.76,17.139999999999997
sess_00170,user_0248,track_2876,sleep_induction,0,13.6,22.7,9.14,6,1,65.3,0.374,0.29,0.309,0.225,0.291,-15.9,33.208333333333336,-19.608333333333334
sess_00171,user_0342,track_2144,anxiety_relief,1,27.3,34.8,7.51,6,1,83.4,0.596,0.653,0.456,0.156,0.117,-20.5,35.09166666666667,-7.791666666666668
sess_00172,user_0277,track_2704,grief_processing,2,5.0,5.8,0.76,3,-1,111.3,0.498,0.408,0.256,0.15,0.038,-18.0,9.799999999999999,-4.799999999999999
sess_00173,user_0101,track_3419,deep_focus,3,34.9,34.6,-0.26,6,0,141.9,0.777,0.457,0.581,0.099,0.09,-19.2,19.2,15.7
sess_00174,user_0220,track_4274,mood_uplift,4,55.9,58.4,2.5,7,1,116.8,0.42,0.667,0.242,0.303,0.249,-17.3,48.52105263157895,7.378947368421052
sess_00175,user_0383,track_1590,sleep_induction,0,34.4,35.1,0.76,5,0,63.4,0.919,0.472,0.499,0.127,0.128,-17.9,37.53888888888889,-3.138888888888893
sess_00176,user_0027,track_0191,anxiety_relief,1,47.6,45.2,-2.37,6,0,99.6,0.876,0.812,0.201,0.344,0.298,-23.4,44.6125,2.9875000000000043
sess_00177,user_0372,track_4614,grief_processing,2,35.8,41.4,5.55,6,1,88.5,0.163,0.178,0.335,0.152,0.02,-11.6,41.4,-5.600000000000001
sess_00178,user_0255,track_3644,deep_focus,3,16.8,16.5,-0.34,5,0,96.8,0.632,0.07,0.65,0.001,0.114,-13.2,25.172727272727272,-8.372727272727271
sess_00179,user_0123,track_1322,mood_uplift,4,27.6,31.7,4.17,6,0,104.3,0.368,0.513,0.392,0.299,0.126,-11.1,23.79375,3.806250000000002
sess_00180,user_0076,track_0668,sleep_induction,0,52.1,61.3,9.24,6,1,89.3,0.427,0.462,0.511,0.071,0.132,-22.1,34.74166666666667,17.358333333333334
sess_00181,user_0007,track_3047,anxiety_relief,1,43.2,49.1,5.99,6,1,120.7,0.503,0.653,0.181,0.342,0.063,-7.9,33.30588235294118,9.89411764705882
sess_00182,user_0261,track_4892,grief_processing,2,55.6,65.6,10.02,7,1,71.9,0.615,0.321,0.5,0.05,0.101,-11.9,33.675000000000004,21.924999999999997
sess_00183,user_0143,track_0926,deep_focus,3,7.8,12.5,4.67,6,0,99.9,0.656,0.685,0.13,0.056,0.089,-24.3,16.843478260869563,-9.043478260869563
sess_00184,user_0325,track_3640,mood_uplift,4,50.9,39.9,-11.0,3,-1,58.3,0.162,0.354,0.22,0.052,0.067,-23.9,34.9,16.0
sess_00185,user_0298,track_4860,sleep_induction,0,56.2,54.8,-1.39,3,-1,57.1,0.809,0.353,0.42,0.267,0.022,-24.9,40.5,15.700000000000003
sess_00186,user_0303,track_0989,anxiety_relief,1,38.3,37.9,-0.44,3,-1,90.5,0.195,0.575,0.499,0.023,0.024,-11.4,43.78823529411765,-5.488235294117651
sess_00187,user_0411,track_2458,grief_processing,2,29.5,32.7,3.2,5,0,49.7,0.472,0.785,0.537,0.137,0.072,-11.4,23.566666666666666,5.933333333333334
sess_00188,user_0428,track_1141,deep_focus,3,17.0,18.4,1.37,4,0,40.0,0.352,0.591,0.715,0.225,0.032,-16.0,18.46666666666667,-1.4666666666666686
sess_00189,user_0486,track_2420,mood_uplift,4,41.7,33.7,-8.0,2,-1,49.2,0.474,0.356,0.653,0.072,0.163,-13.9,21.616666666666664,20.08333333333334
sess_00190,user_0437,track_0690,sleep_induction,0,34.2,34.1,-0.17,5,0,114.4,0.181,0.697,0.143,0.242,0.173,-20.7,17.558333333333334,16.64166666666667
sess_00191,user_0258,track_2708,anxiety_relief,1,38.1,45.4,7.25,7,1,114.1,0.285,0.455,0.28,0.266,0.175,-12.5,35.21666666666667,2.883333333333333
sess_00192,user_0056,track_3321,grief_processing,2,20.3,25.8,5.55,5,1,95.6,0.429,0.471,0.503,0.07,0.244,-12.3,12.9375,7.362500000000001
sess_00193,user_0201,track_1440,deep_focus,3,5.0,4.4,-0.57,5,0,85.1,0.143,0.738,0.539,0.018,0.035,-11.4,10.376923076923077,-5.376923076923077
sess_00194,user_0475,track_3594,mood_uplift,4,31.1,32.2,1.03,4,0,93.7,0.479,0.874,0.044,0.397,0.077,-21.0,25.86923076923077,5.23076923076923
sess_00195,user_0232,track_3164,sleep_induction,0,11.8,16.1,4.26,6,0,85.7,0.324,0.599,0.325,0.176,0.102,-7.6,8.876470588235295,2.923529411764706
sess_00196,user_0028,track_4567,anxiety_relief,1,30.1,37.4,7.32,6,1,110.4,0.777,0.665,0.085,0.256,0.049,-23.6,36.36666666666667,-6.266666666666666
sess_00197,user_0425,track_0591,grief_processing,2,67.7,67.4,-0.28,6,0,112.5,0.145,0.639,0.314,0.084,0.149,-18.3,62.372727272727275,5.327272727272728
sess_00198,user_0261,track_3818,deep_focus,3,24.2,24.9,0.67,5,0,151.8,0.309,0.659,0.309,0.184,0.219,-21.5,33.675000000000004,-9.475000000000005
sess_00199,user_0402,track_0415,mood_uplift,4,52.8,53.1,0.33,5,0,110.9,0.512,0.959,0.357,0.031,0.082,-7.9,58.12105263157895,-5.321052631578951
sess_00200,user_0015,track_2856,sleep_induction,0,22.8,31.8,8.99,10,1,103.2,0.086,0.269,0.386,0.699,0.45,-26.8,29.200000000000003,-6.400000000000002
sess_00201,user_0408,track_2643,anxiety_relief,1,69.3,76.2,6.95,7,1,76.3,0.656,0.801,0.553,0.372,0.162,-16.2,69.0625,0.23749999999999716
sess_00202,user_0382,track_4944,grief_processing,2,18.4,25.6,7.23,6,1,100.2,0.781,0.156,0.353,0.078,0.247,-12.7,16.599999999999998,1.8000000000000007
sess_00203,user_0456,track_3906,deep_focus,3,25.9,26.1,0.1,5,0,57.2,0.247,0.061,0.514,0.031,0.02,-2.8,22.554545454545455,3.345454545454544
sess_00204,user_0045,track_3403,mood_uplift,4,44.9,49.2,4.28,5,0,136.6,0.526,0.389,0.392,0.035,0.493,-12.2,45.88666666666666,-0.9866666666666646
sess_00205,user_0090,track_0487,sleep_induction,0,95.0,92.9,-2.14,3,-1,117.9,0.528,0.936,0.192,0.528,0.149,-24.5,67.70588235294117,27.294117647058826
sess_00206,user_0338,track_4863,anxiety_relief,1,21.6,29.6,8.07,6,1,120.3,0.264,0.721,0.254,0.251,0.156,-15.8,36.16875,-14.568750000000001
sess_00207,user_0194,track_2940,grief_processing,2,19.7,21.5,1.8,5,0,154.3,0.908,0.473,0.352,0.068,0.02,-15.5,24.486363636363638,-4.786363636363639
sess_00208,user_0124,track_3634,deep_focus,3,21.9,21.7,-0.2,5,0,99.9,0.528,0.155,0.361,0.194,0.207,-12.8,19.72222222222222,2.177777777777777
sess_00209,user_0140,track_0723,mood_uplift,4,15.4,22.6,7.19,7,1,60.1,0.921,0.243,0.195,0.466,0.318,-18.8,21.28666666666667,-5.8866666666666685
sess_00210,user_0353,track_4141,sleep_induction,0,32.5,23.3,-9.2,3,-1,208.6,0.458,0.581,0.25,0.087,0.02,-9.5,47.64666666666667,-15.146666666666668
sess_00211,user_0043,track_2468,anxiety_relief,1,50.0,51.3,1.3,4,0,124.9,0.814,0.127,0.234,0.04,0.104,-12.1,43.96818181818182,6.031818181818181
sess_00212,user_0472,track_4557,grief_processing,2,23.9,28.7,4.74,6,0,118.9,0.495,0.551,0.207,0.041,0.103,-24.8,16.472727272727273,7.427272727272726
sess_00213,user_0076,track_1635,deep_focus,3,43.6,39.1,-4.56,5,0,137.5,0.759,0.758,0.347,0.015,0.319,-19.1,34.74166666666667,8.858333333333334
sess_00214,user_0050,track_2584,mood_uplift,4,21.9,22.1,0.22,5,0,118.8,0.81,0.423,0.206,0.373,0.083,-11.8,19.423809523809524,2.4761904761904745
sess_00215,user_0160,track_3924,sleep_induction,0,25.9,28.9,3.0,5,0,105.4,0.596,0.116,0.141,0.411,0.183,-20.8,14.433333333333334,11.466666666666665
sess_00216,user_0095,track_1967,anxiety_relief,1,5.0,7.2,2.18,6,0,102.3,0.587,0.656,0.523,0.453,0.227,-11.2,14.94,-9.94
sess_00217,user_0075,track_2613,grief_processing,2,42.8,46.5,3.7,7,1,93.2,0.564,0.345,0.356,0.021,0.343,-11.1,41.175,1.625
sess_00218,user_0207,track_0482,deep_focus,3,58.5,54.7,-3.81,4,0,107.7,0.828,0.264,0.495,0.181,0.32,-11.0,55.971428571428575,2.528571428571425
sess_00219,user_0419,track_2484,mood_uplift,4,66.5,59.7,-6.81,4,-1,102.0,0.465,0.418,0.445,0.155,0.328,-11.3,63.94615384615384,2.553846153846159
sess_00220,user_0467,track_2086,sleep_induction,0,5.0,1.9,-3.12,7,1,102.1,0.931,0.929,0.284,0.185,0.215,-4.7,8.98,-3.9800000000000004
sess_00221,user_0423,track_4949,anxiety_relief,1,8.7,12.2,3.48,4,0,130.3,0.458,0.207,0.183,0.062,0.02,-11.3,21.72,-13.02
sess_00222,user_0337,track_1665,grief_processing,2,9.0,12.3,3.3,6,0,84.1,0.887,0.701,0.681,0.322,0.109,-5.8,11.743478260869566,-2.7434782608695656
sess_00223,user_0317,track_3515,deep_focus,3,57.2,56.7,-0.5,5,0,95.9,0.728,0.651,0.547,0.244,0.093,-16.9,58.43076923076923,-1.2307692307692264
sess_00224,user_0121,track_1680,mood_uplift,4,27.5,23.5,-4.0,4,0,60.0,0.628,0.431,0.197,0.027,0.271,-12.0,25.61304347826087,1.8869565217391298
sess_00225,user_0422,track_3995,sleep_induction,0,5.0,2.1,-2.86,5,0,84.6,0.951,0.847,0.148,0.38,0.3,-18.4,25.26666666666667,-20.26666666666667
sess_00226,user_0023,track_2790,anxiety_relief,1,5.0,16.8,11.82,7,1,149.4,0.323,0.81,0.118,0.461,0.082,-13.8,21.095,-16.095
sess_00227,user_0314,track_4363,grief_processing,2,35.9,38.3,2.41,5,0,87.1,0.506,0.845,0.475,0.103,0.086,-15.1,31.831578947368417,4.068421052631582
sess_00228,user_0423,track_2298,deep_focus,3,51.2,53.5,2.35,5,0,89.8,0.173,0.656,0.548,0.245,0.114,-7.8,21.72,29.480000000000004
sess_00229,user_0269,track_4257,mood_uplift,4,31.3,31.9,0.63,6,0,138.5,0.311,0.222,0.448,0.17,0.388,-13.3,12.00625,19.293750000000003
sess_00230,user_0271,track_0324,sleep_induction,0,5.0,4.9,-0.14,6,0,159.6,0.136,0.617,0.446,0.486,0.041,-23.9,8.782352941176471,-3.7823529411764714
sess_00231,user_0430,track_2962,anxiety_relief,1,69.4,73.8,4.37,7,1,114.1,0.222,0.633,0.269,0.341,0.079,-16.9,77.0,-7.599999999999994
sess_00232,user_0449,track_4306,grief_processing,2,53.4,67.5,14.06,9,1,112.8,0.893,0.587,0.83,0.34,0.042,-12.6,42.84375,10.556249999999999
sess_00233,user_0418,track_2876,deep_focus,3,87.9,91.7,3.77,5,0,65.3,0.374,0.29,0.309,0.225,0.291,-15.9,78.3157894736842,9.5842105263158
sess_00234,user_0009,track_0097,mood_uplift,4,5.0,12.3,7.3,8,1,75.1,0.501,0.793,0.443,0.618,0.13,-16.0,9.173684210526316,-4.173684210526316
sess_00235,user_0113,track_0185,sleep_induction,0,44.9,35.9,-8.94,2,-1,151.1,0.898,0.329,0.457,0.439,0.02,-23.7,35.15,9.75
sess_00236,user_0156,track_2837,anxiety_relief,1,43.8,42.8,-1.02,5,0,111.9,0.357,0.855,0.344,0.363,0.416,-16.5,59.3125,-15.512500000000003
sess_00237,user_0332,track_2255,grief_processing,2,23.6,31.3,7.75,6,1,69.5,0.662,0.257,0.79,0.409,0.02,-10.3,46.34705882352941,-22.747058823529407
sess_00238,user_0083,track_3816,deep_focus,3,69.4,71.3,1.87,4,0,103.1,0.715,0.381,0.465,0.182,0.403,-9.0,57.449999999999996,11.95000000000001
sess_00239,user_0287,track_2331,mood_uplift,4,45.2,45.9,0.72,5,0,58.4,0.545,0.712,0.458,0.19,0.146,-10.9,40.98695652173913,4.213043478260872
sess_00240,user_0218,track_3431,sleep_induction,0,16.1,13.0,-3.14,5,0,147.1,0.662,0.271,0.486,0.016,0.138,-18.8,20.581818181818182,-4.481818181818181
sess_00241,user_0016,track_2587,anxiety_relief,1,38.0,40.4,2.44,5,0,147.3,0.718,0.449,0.352,0.055,0.02,-4.3,28.235714285714288,9.764285714285712
sess_00242,user_0205,track_1996,grief_processing,2,24.1,30.6,6.52,5,1,114.1,0.173,0.213,0.633,0.116,0.093,-9.6,18.88888888888889,5.211111111111112
sess_00243,user_0060,track_3317,deep_focus,3,5.0,10.8,5.83,7,1,84.9,0.529,0.556,0.486,0.278,0.071,-29.5,15.26,-10.26
sess_00244,user_0457,track_2159,mood_uplift,4,5.0,4.2,-0.77,2,-1,82.7,0.766,0.351,0.587,0.154,0.556,-11.9,11.589473684210526,-6.589473684210526
sess_00245,user_0101,track_2356,sleep_induction,0,20.4,20.0,-0.39,4,0,109.5,0.933,0.358,0.089,0.339,0.14,-12.7,19.2,1.1999999999999993
sess_00246,user_0414,track_3223,anxiety_relief,1,42.2,45.5,3.3,6,0,49.7,0.702,0.171,0.041,0.338,0.073,-19.7,44.61538461538461,-2.4153846153846104
sess_00247,user_0147,track_3470,grief_processing,2,40.2,46.5,6.3,7,1,58.6,0.584,0.384,0.222,0.351,0.27,-23.0,48.1,-7.899999999999999
sess_00248,user_0258,track_1721,deep_focus,3,22.6,19.3,-3.26,5,0,63.1,0.378,0.273,0.497,0.015,0.329,-7.2,35.21666666666667,-12.616666666666667
sess_00249,user_0133,track_2237,mood_uplift,4,52.9,44.5,-8.41,3,-1,102.3,0.411,0.137,0.127,0.026,0.099,-14.6,41.00833333333333,11.891666666666666
sess_00250,user_0480,track_4354,sleep_induction,0,31.1,35.9,4.83,5,0,74.2,0.616,0.829,0.265,0.32,0.021,-7.4,36.13181818181818,-5.031818181818181
sess_00251,user_0115,track_0584,anxiety_relief,1,18.2,16.7,-1.55,7,1,126.4,0.629,0.512,0.262,0.142,0.117,-11.8,19.605263157894736,-1.405263157894737
sess_00252,user_0138,track_4868,grief_processing,2,79.5,84.7,5.21,5,1,169.6,0.155,0.427,0.239,0.011,0.175,-13.3,60.05,19.450000000000003
sess_00253,user_0074,track_3651,deep_focus,3,5.6,15.8,10.25,7,1,112.7,0.212,0.919,0.729,0.354,0.397,-19.7,9.266666666666666,-3.666666666666666
sess_00254,user_0404,track_2173,mood_uplift,4,22.2,25.5,3.24,5,0,68.5,0.332,0.582,0.369,0.126,0.102,-19.6,32.99444444444444,-10.79444444444444
sess_00255,user_0331,track_1043,sleep_induction,0,21.1,28.5,7.37,7,1,108.1,0.758,0.175,0.556,0.13,0.025,-14.5,19.793333333333333,1.3066666666666684
sess_00256,user_0498,track_4571,anxiety_relief,1,35.2,38.8,3.58,5,0,154.3,0.486,0.478,0.016,0.372,0.098,-25.6,28.92105263157895,6.278947368421054
sess_00257,user_0089,track_3950,grief_processing,2,5.0,3.9,-1.14,4,0,83.2,0.458,0.423,0.106,0.172,0.02,-1.0,10.025,-5.025
sess_00258,user_0156,track_3741,deep_focus,3,52.0,52.3,0.25,5,0,82.3,0.329,0.492,0.262,0.242,0.098,-27.3,59.3125,-7.3125
sess_00259,user_0436,track_1574,mood_uplift,4,9.9,12.8,2.9,5,0,61.4,0.626,0.58,0.773,0.146,0.322,-17.5,34.17333333333333,-24.273333333333333
sess_00260,user_0239,track_1526,sleep_induction,0,35.2,28.0,-7.2,5,-1,141.0,0.811,0.79,0.128,0.303,0.483,-22.6,30.645454545454548,4.554545454545455
sess_00261,user_0071,track_2752,anxiety_relief,1,41.9,44.8,2.83,6,0,56.4,0.404,0.086,0.438,0.162,0.12,0.0,56.021052631578954,-14.121052631578955
sess_00262,user_0230,track_1223,grief_processing,2,39.6,37.0,-2.58,5,0,128.5,0.187,0.664,0.147,0.004,0.151,-12.6,27.36470588235294,12.235294117647062
sess_00263,user_0051,track_3013,deep_focus,3,21.0,26.4,5.46,6,1,108.6,0.352,0.406,0.51,0.385,0.057,-7.1,13.944444444444445,7.055555555555555
sess_00264,user_0216,track_1990,mood_uplift,4,14.0,12.6,-1.46,4,0,116.7,0.232,0.423,0.441,0.115,0.377,-12.8,34.85909090909091,-20.85909090909091
sess_00265,user_0098,track_2480,sleep_induction,0,55.2,44.4,-10.81,1,-1,159.5,0.352,0.802,0.966,0.27,0.056,-15.4,46.57647058823529,8.623529411764714
sess_00266,user_0088,track_3088,anxiety_relief,1,5.0,9.8,4.82,5,0,109.6,0.387,0.495,0.741,0.852,0.115,-12.1,21.71875,-16.71875
sess_00267,user_0118,track_0306,grief_processing,2,39.4,39.8,0.38,4,0,95.0,0.51,0.675,0.369,0.365,0.052,-9.3,37.52777777777778,1.87222222222222
sess_00268,user_0121,track_0521,deep_focus,3,29.0,37.5,8.5,6,1,78.4,0.704,0.503,0.138,0.55,0.08,-12.4,25.61304347826087,3.3869565217391298
sess_00269,user_0410,track_2084,mood_uplift,4,52.2,55.5,3.33,8,1,135.7,0.24,0.354,0.329,0.512,0.062,-14.0,54.93333333333334,-2.7333333333333343
sess_00270,user_0400,track_1570,sleep_induction,0,5.0,5.0,-0.02,5,0,105.8,0.74,0.418,0.665,0.238,0.232,-22.0,14.083333333333334,-9.083333333333334
sess_00271,user_0496,track_4362,anxiety_relief,1,37.7,42.8,5.11,9,1,93.9,0.244,0.189,0.275,0.121,0.02,-15.5,49.15294117647059,-11.452941176470588
sess_00272,user_0299,track_4999,grief_processing,2,69.6,76.2,6.66,5,1,78.2,0.39,0.368,0.389,0.15,0.309,-20.7,58.66842105263158,10.931578947368415
sess_00273,user_0059,track_2765,deep_focus,3,17.9,20.0,2.01,5,0,84.2,0.917,0.515,0.642,0.022,0.066,-15.3,12.568,5.331999999999999
sess_00274,user_0276,track_2863,mood_uplift,4,62.2,65.0,2.75,6,0,196.8,0.406,0.425,0.56,0.53,0.193,-16.8,59.54545454545455,2.654545454545456
sess_00275,user_0134,track_3833,sleep_induction,0,8.1,12.0,3.95,5,0,81.8,0.35,0.78,0.197,0.15,0.201,-9.6,10.978947368421052,-2.878947368421052
sess_00276,user_0204,track_1689,anxiety_relief,1,9.0,11.0,1.98,4,0,131.2,0.439,0.491,0.414,0.042,0.224,-15.1,21.66470588235294,-12.66470588235294
sess_00277,user_0163,track_1447,grief_processing,2,29.8,37.9,8.03,6,1,150.5,0.206,0.107,0.327,0.546,0.271,-20.5,24.305882352941175,5.494117647058825
sess_00278,user_0332,track_0821,deep_focus,3,44.2,43.4,-0.71,3,-1,148.1,0.76,0.793,0.355,0.172,0.023,-15.5,46.34705882352941,-2.147058823529406
sess_00279,user_0252,track_0999,mood_uplift,4,48.2,44.2,-4.05,3,-1,129.7,0.288,0.176,0.481,0.326,0.058,-14.7,55.79333333333333,-7.593333333333327
sess_00280,user_0486,track_4369,sleep_induction,0,15.7,12.0,-3.66,5,0,127.1,0.318,0.122,0.419,0.696,0.24,-24.3,21.616666666666664,-5.916666666666664
sess_00281,user_0023,track_3065,anxiety_relief,1,18.9,22.0,3.16,7,1,105.1,0.691,0.255,0.406,0.014,0.134,-22.0,21.095,-2.1950000000000003
sess_00282,user_0385,track_4932,grief_processing,2,36.4,38.1,1.66,7,1,156.9,0.315,0.459,0.434,0.138,0.216,-12.8,34.08,2.3200000000000003
sess_00283,user_0260,track_3800,deep_focus,3,42.4,37.6,-4.82,3,-1,95.4,0.366,0.743,0.189,0.172,0.071,-15.6,29.07333333333333,13.326666666666668
sess_00284,user_0250,track_0000,mood_uplift,4,51.4,55.5,4.08,6,0,114.1,0.596,0.494,0.242,0.014,0.07,-11.3,41.24666666666667,10.153333333333329
sess_00285,user_0219,track_0536,sleep_induction,0,24.2,30.5,6.3,7,1,88.8,0.6,0.473,0.354,0.516,0.135,-7.1,33.14375,-8.943749999999998
sess_00286,user_0235,track_0820,anxiety_relief,1,53.8,48.6,-5.2,3,-1,90.6,0.69,0.312,0.415,0.069,0.073,-11.5,31.87857142857143,21.921428571428567
sess_00287,user_0036,track_3221,grief_processing,2,12.8,14.6,1.78,4,0,107.6,0.326,0.641,0.224,0.061,0.077,-9.8,36.603571428571435,-23.803571428571434
sess_00288,user_0101,track_0140,deep_focus,3,17.8,19.9,2.09,7,1,117.4,0.662,0.953,0.339,0.264,0.086,-12.9,19.2,-1.3999999999999986
sess_00289,user_0069,track_0416,mood_uplift,4,5.0,5.3,0.35,4,0,137.7,0.088,0.807,0.266,0.085,0.484,-15.0,19.564,-14.564
sess_00290,user_0170,track_0664,sleep_induction,0,59.6,59.6,-0.05,4,0,102.6,0.667,0.453,0.356,0.106,0.055,-19.0,44.17727272727273,15.422727272727272
sess_00291,user_0267,track_0538,anxiety_relief,1,33.2,37.8,4.55,3,-1,40.0,0.427,0.808,0.489,0.008,0.08,-17.7,29.092307692307692,4.107692307692311
sess_00292,user_0463,track_3532,grief_processing,2,5.0,4.9,-0.08,3,-1,144.2,0.541,0.831,0.674,0.104,0.02,-20.6,9.425,-4.425000000000001
sess_00293,user_0162,track_2629,deep_focus,3,58.5,54.4,-4.06,3,-1,103.7,0.753,0.346,0.651,0.045,0.379,-7.0,55.48333333333333,3.016666666666673
sess_00294,user_0435,track_0696,mood_uplift,4,8.2,6.9,-1.33,6,0,40.0,0.503,0.271,0.463,0.099,0.204,-22.8,8.414285714285715,-0.2142857142857153
sess_00295,user_0171,track_4805,sleep_induction,0,52.5,66.0,13.54,6,1,65.1,0.364,0.559,0.35,0.495,0.066,-17.7,23.66111111111111,28.83888888888889
sess_00296,user_0289,track_2117,anxiety_relief,1,31.0,39.5,8.4,8,1,108.2,0.422,0.328,0.319,0.044,0.057,-18.5,32.766666666666666,-1.7666666666666657
sess_00297,user_0015,track_4451,grief_processing,2,38.0,42.0,3.97,6,0,97.6,0.85,0.357,0.275,0.328,0.02,-15.7,29.200000000000003,8.799999999999997
sess_00298,user_0201,track_1013,deep_focus,3,5.0,12.6,7.62,8,1,55.3,0.778,0.769,0.085,0.166,0.117,-18.9,10.376923076923077,-5.376923076923077
sess_00299,user_0411,track_3331,mood_uplift,4,22.6,22.0,-0.6,3,-1,104.0,0.235,0.722,0.453,0.089,0.095,-9.5,23.566666666666666,-0.966666666666665
sess_00300,user_0447,track_2668,sleep_induction,0,41.7,37.5,-4.23,4,0,104.4,0.697,0.534,0.743,0.337,0.226,-13.7,38.526315789473685,3.173684210526318
sess_00301,user_0464,track_0861,anxiety_relief,1,35.8,43.1,7.33,6,1,61.7,0.517,0.239,0.426,0.053,0.102,-9.0,29.186363636363637,6.61363636363636
sess_00302,user_0204,track_1772,grief_processing,2,20.1,19.6,-0.49,4,0,66.1,0.092,0.562,0.404,0.037,0.156,-18.9,21.66470588235294,-1.5647058823529392
sess_00303,user_0070,track_4831,deep_focus,3,11.1,13.8,2.73,5,0,46.6,0.432,0.835,0.295,0.176,0.08,-24.7,25.821428571428573,-14.721428571428573
sess_00304,user_0358,track_0301,mood_uplift,4,23.1,20.8,-2.38,5,0,59.0,0.273,0.573,0.227,0.086,0.353,-21.3,32.25,-9.149999999999999
sess_00305,user_0025,track_1742,sleep_induction,0,47.3,51.1,3.78,7,1,120.2,0.303,0.175,0.528,0.305,0.145,-21.6,40.34615384615385,6.9538461538461505
sess_00306,user_0069,track_0223,anxiety_relief,1,10.5,23.1,12.61,9,1,72.5,0.413,0.714,0.594,0.286,0.102,0.0,19.564,-9.064
sess_00307,user_0045,track_4482,grief_processing,2,58.3,65.0,6.66,6,1,117.9,0.666,0.908,0.584,0.088,0.541,-13.9,45.88666666666666,12.413333333333334
sess_00308,user_0387,track_1859,deep_focus,3,22.7,26.8,4.03,6,0,63.1,0.731,0.333,0.521,0.154,0.149,-12.8,29.62,-6.920000000000002
sess_00309,user_0183,track_0117,mood_uplift,4,38.6,36.5,-2.15,4,0,105.7,0.192,0.483,0.725,0.764,0.129,-10.3,37.8,0.8000000000000043
sess_00310,user_0117,track_0765,sleep_induction,0,42.9,45.1,2.2,8,1,51.5,0.4,0.634,0.487,0.481,0.09,-9.7,33.8,9.100000000000001
sess_00311,user_0005,track_0955,anxiety_relief,1,55.1,57.1,1.97,4,0,146.1,0.685,0.697,0.212,0.462,0.193,-15.6,33.7,21.4
sess_00312,user_0448,track_4491,grief_processing,2,18.2,19.3,1.18,6,0,77.9,0.748,0.677,0.63,0.172,0.086,-15.6,12.455,5.744999999999999
sess_00313,user_0013,track_3178,deep_focus,3,33.8,36.1,2.31,7,1,123.8,0.112,0.163,0.038,0.221,0.139,-4.1,48.13181818181818,-14.331818181818186
sess_00314,user_0109,track_2415,mood_uplift,4,5.0,3.5,-1.5,4,0,145.7,0.665,0.337,0.498,0.033,0.055,-8.5,10.63125,-5.63125
sess_00315,user_0079,track_1891,sleep_induction,0,17.8,27.1,9.33,9,1,81.5,0.63,0.482,0.202,0.196,0.22,-13.5,14.09375,3.7062500000000007
sess_00316,user_0300,track_2060,anxiety_relief,1,29.0,30.9,1.88,4,0,61.6,0.116,0.142,0.212,0.227,0.135,-14.2,17.311111111111114,11.688888888888886
